name,roles,uuid,field_section_title,field_position_title,field_academic,field_staff_number,field_employment_year_title
SamRobson,staff,5b01f5aa-aaf5-4a8a-8e00-c487b2ae326f,"Department of English and Literature",,0,PEDU0041619,2008/2009
SamuelCraig,teacher,34bf8970-2537-4499-9000-ef97bf4cb73d,"Department of English and Literature",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022082,2006/2007
SamuelGoddard,teacher,721a7e2b-31ae-478c-9b00-eb51b6893d05,"Department of Clinical Pharmacy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041281,2006/2007
SarahPratt,secretary,d3e67486-2c8f-4f8b-bb42-66fe49bd3637,"Department of Oral Surgery & Pathology",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041698,2006/2007
SarahSteele,teacher,9261a775-eb89-403a-8700-a4e9394f2c90,"Department of Environmental Science",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041361,2006/2007
SarahStewart,teacher,89b2b460-fd5e-4f22-bd08-8c8de034c02a,"Department of Physics",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041466,2006/2007
SarahSwift,teacher,a5c1b334-e460-4c8c-8800-aaf7a2d21575,"Department of Pharmacognosy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041370,2006/2007
ScottAllen,teacher,f916bbc2-3baf-4d97-9230-48bfe25d2b35,"University Administration and Services",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0032792,2006/2007
ScottDavidson,teacher,f8d3ac0f-8dda-4185-ab00-fe4977ad218d,"Department of Pharmacognosy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022071,2006/2007
ScottElliott,staff,152504de-171c-4ddd-b406-0686bbb316fd,"Department of Aerospace Engineering",,0,PEDU0041674,2010/2011
ScottFrancis,staff,80ff62ad-6d38-49a4-9409-9e346e1aa0be,"Faculty of Pharmacy",,0,PEDU0041596,2006/2007
ScottGraham,teacher,59eb238a-808e-4a58-ad06-6c947eb5469e,"Department of Mechanical Engineering",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017344,2006/2007
ScottHiggins,teacher,e0ddcef8-736a-4551-be1b-27ed33e709cd,"Department of Community Health",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041258,2006/2007
ScottShah,staff,aedf4872-e919-407a-a302-2ceec2a39b46,"Faculty of Science",,0,PEDU0041591,2006/2007
SeanEvans,teacher,e02c153c-7946-43fd-b84f-798f338c8527,"Department of Theatre Arts",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041271,2006/2007
SebastianBowen,teacher,36bce3f6-b450-43af-ae00-eec6d16e2cb1,"Department of Microbiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0032801,2006/2007
SebastianNelson,teacher,36821435-15dc-4669-9300-ef377823faf9,"Institute of Sport",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041321,2006/2007
SebastianNewman,teacher,36145f56-d24e-42d5-a500-ceeb1736644b,"Institute of Sport",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041330,2006/2007
SebastianRahman,teacher,72afcc0b-face-4812-b657-870da39a00d5,"School of Dentistry",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0017353,2006/2007
ShannonRice,teacher,a2614445-eaee-4f0e-b83f-63d29ccf290e,"Department of Animal and Environmental Biology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041497,2006/2007
ShannonRoberts,teacher,6e3e0f43-4646-484d-ad05-5ad0e1217834,"Department of Optometry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041460,2006/2007
ShannonWhitehouse,teacher,5347f042-3e82-42b9-a500-bfd2c00662f5,"Department of General Studies",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041392,2006/2007
SiennaWalsh,staff,8431a770-fd59-4ca3-9a04-4ab8c2cd7742,"Department of Microbiology",,0,PEDU0041541,2006/2007
SkyeBooth,secretary,65cedd5f-f96f-4c41-9c00-bcd33ffe32e7,"Department of Medical Laboratory Science",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041726,2007/2008
SkyeWells,teacher,5f697dc8-d921-4c41-8300-ff13aea41053,"Department of Community Health",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041515,2006/2007
SofiaDavis,teacher,5ccd7487-c299-4cb9-b408-0852239665a9,"Department of Oral Diagnosis & Radiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041343,2006/2007
SofiaDobson,teacher,99f177b1-e128-4d54-bb00-db97e1874dfe,"Department of Pharmacognosy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041369,2006/2007
SofiaGregory,teacher,bec4790c-8e99-4be3-bc00-eafa94aff25c,"Department of Pharmaceutics",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041368,2006/2007
SofiaRowe,teacher,f99961c5-0d5c-465f-8956-86eeedd03ec5,"Department of Optometry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041418,2006/2007
SofiaRussell,teacher,b5da424b-4fb5-40bf-b400-cd2eeff3b44a,"Department of English and Literature",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041440,2006/2007
SophiaFowler,teacher,b55c7c53-8be3-42fa-9209-9e49a9946f29,"Department of Restorative Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041496,2006/2007
SophieHarper,teacher,0fc0cd35-80d8-45e7-be4e-78ec8dde0c39,"Department of Anatomy",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0041520,2006/2007
SophieWilliams,secretary,b2faf7a7-0eda-4955-8500-d8a7923b3f8e,"Department of Biochemistry",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041703,2006/2007
SpencerDavison,teacher,fe0b6129-357f-4f6b-a800-e394137b2e8b,"Department of Community Health",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022033,2006/2007
SpencerHill,staff,75c01029-6917-49ce-b600-a6f352c3ab5c,"Department of Optometry",,0,PEDU0041617,2007/2008
SpencerShah,teacher,130bc382-6bb0-49f7-9608-8a00423095d1,"Department of Philosophy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022003,2006/2007
SummerBooth,teacher,31929c34-c3a8-4093-b800-eb5928e3b076,"Department of Anatomy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041381,2006/2007
SummerCameron,teacher,c0271987-d8cf-467e-a102-2d571f434a56,"Department of Environmental Science",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041499,2006/2007
SummerGough,teacher,be442b02-20ba-4d30-9700-ddff142f11d4,"Department of Physiology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041439,2006/2007
TaylorKemp,teacher,42052319-b294-405f-8d34-52735c408eef,"Department of Microbiology",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0022018,2006/2007
TaylorPower,teacher,4badffaf-694f-45db-8833-51204ba2f624,"Department of Pharmacology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041286,2006/2007
TeganBerry,teacher,e1268c32-7b57-4a27-ac00-c9d3e22d8229,"Department of General Studies",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041529,2006/2007
TeganWalters,teacher,c39ca8f3-fb89-4700-af00-b7e715321bfa,"Department of Microbiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041459,2006/2007
ThomasDonnelly,staff,65aaecff-8129-4b51-9800-c62d79ef5d7f,"Department of Physics",,0,PEDU0041614,2007/2008
ThomasPoole,teacher,1e86f255-cc02-4892-be17-23d31c1ca597,"Department of Pharmaceutical Chemistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041282,2006/2007
ThomasWalton,teacher,3fba640a-9b4c-4615-9903-3c64796709a5,"Department of Philosophy",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022045,2006/2007
TiaColeman,teacher,7435e1af-ca39-4ee7-a74b-75ce3434e7df,"Department of General Studies",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0041488,2006/2007
TiaFrench,secretary,f7e07110-57e0-43eb-bf00-df46b296da08,"Department of Philosophy",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041732,2008/2009
TillyButler,teacher,0179ae5d-1d97-4d41-9201-013877d63a9f,"Department of Medical Laboratory Science",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041480,2006/2007
TillyClayton,teacher,612c9169-8197-479d-8100-a655e788b102,"Department of General Studies",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0041446,2006/2007
TillyManning,staff,60a446d1-590a-424f-a313-19d5a784acca,"Department of Periodontics Dentistry",,0,PEDU0041587,2008/2009
TomClayton,teacher,a7c20f2d-401d-4a48-a54e-7817599a6d0a,"Department of Theatre Arts",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022004,2006/2007
TomGodfrey,staff,2ac927a8-0db9-4ba9-9908-8b307cc670eb,"Department of Biochemistry",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041599,2006/2007
TomMitchell,teacher,1c6350de-fafc-485e-b100-eda292a7a194,"Department of Theatre Arts",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0017336,2006/2007
TomRogers,teacher,3dd70637-6eaf-405c-9000-f2868fa5a450,"Department of Computer Science",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022104,2006/2007
TylerChamberlain,teacher,0c54f133-38b6-4eaa-a901-1c4c27c4fc9f,"Department of Physics",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0041310,2006/2007
TylerCraig,teacher,4b2e7b85-0e63-4172-9104-4db2f293b275,"Department of Computer Science",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0032805,2006/2007
TylerNicholls,staff,147b8e08-ec66-446d-aa07-7fac78e97bd0,"Department of Philosophy",,0,PEDU0041627,2009/2010
TylerNolan,teacher,b9029157-515a-44ff-930f-1569c7d07410,"Department of Periodontics Dentistry",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0017297,2006/2007
TylerPritchard,teacher,40727f2a-bec8-47fe-a308-8de8231b8255,"Department of Animal and Environmental Biology",8e1d24d8-ec9c-93c4-d925-bbe53f6d948b,1,PEDU0022097,2006/2007
TylerWatson,teacher,83e2e960-d07a-4000-b609-9dee5cdedbb7,"Department of Fine and Applied Art",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041267,2006/2007
VictoriaCampbell,secretary,ad6db824-f4be-486a-ab00-d050619b378b,"Department of History",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041730,2007/2008
VictoriaHancock,staff,31636f4b-34f4-49c2-bd02-2c5fb235e016,"Department of Animal and Environmental Biology",,0,PEDU0041581,2008/2009
VictoriaHarper,staff,2844f814-9395-44ba-8205-5deef05cdb76,"Department of Plant Biology and Biotechnology",,0,PEDU0041557,2007/2008
VictoriaHawkins,teacher,650deb7f-7bc4-4f01-bd01-1bf32a93dd4e,"Department of English and Literature",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041384,2006/2007
WilliamBrookes,staff,e84f4277-9cf6-4f5b-ae00-bc2667ad22e8,"Department of Medicine",,0,PEDU0041605,2007/2008
WilliamWinter,teacher,ddfddf95-f04b-430a-a64c-762cf9cc9e1d,"Faculty of Arts",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0032789,2006/2007
YasminPerkins,teacher,de964ee7-0bda-4e89-aa00-f7bdb196c14b,"Department of Linguistics",75cb9035-8c17-be14-f1fa-407cfc5468d7,1,PEDU0041526,2006/2007
ZacharyBevan,staff,37d2af01-4089-4dd0-9b3c-606f709ae17c,"University Administration and Services",41f87df9-0cbe-1244-3da3-a0051e7e923c,0,PEDU0041636,2010/2011
ZacharyLowe,teacher,9ed02a6e-63cc-4d88-b20e-14ad67a3506b,"Institute of Sport",853c6bab-2240-2d24-d113-e6c8cc817d0a,1,PEDU0017340,2006/2007
ZakAli,teacher,0c7a8282-75b3-44df-8d01-1a3358162d23,"Department of General Studies",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022005,2006/2007
ZakAnderson,teacher,b2aa038a-2e4c-488d-9100-d0c10b3db25e,"Department of Aerospace Engineering",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022090,2006/2007
ZakBegum,teacher,30389171-4ef5-4bb0-b932-50d4b8ca1099,"Department of Physiology",6706ac69-6879-d4b4-f9c5-4866d6feda45,1,PEDU0022040,2006/2007
ZakBerry,teacher,070aa55c-2780-4d24-a900-be3f034f2c93,"Department of Philosophy",06e3d111-dd5b-0f94-698e-eed00bbd2569,1,PEDU0017335,2006/2007
ZakMurray,staff,ef58f405-54b6-45ed-bc06-6c19af5d8b9b,"Department of Linguistics",,0,PEDU0041623,2008/2009
ZakPearce,staff,57bd7e11-a463-4d39-8121-3317b1506791,"University Administration and Services",41f87df9-0cbe-1244-3da3-a0051e7e923c,0,PEDU0041640,2010/2011
ZaraStone,staff,87455d1b-736a-4b91-a902-2a4930574a8b,"Department of Anatomy",0ce724da-92da-7744-35b8-10bed19d959b,0,PEDU0041552,2007/2008
ZoeOSullivan,staff,8502a8c4-3b73-41a8-9b00-a74fd0aa014b,"Department of Aerospace Engineering",,0,PEDU0041577,2008/2009
ZoeTodd,secretary,1a4818df-7256-40d5-a31c-28da1179c41d,"Department of General Studies",de0465c1-ba22-f1c4-555c-54bfec6cd14a,0,PEDU0041734,2008/2009
